Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1,0.1791039458273948,0.15129389793292478,0.3466656006736121,0.033598355727426026,0.01234485653181831,0.124844978951393,0.09705810067615324,0.004443512880672205,0.047892830492948256,0.020740710652572988
2,0.2235691975300421,0.04139377868062975,0.2792707068063256,0.036938040075271,0.04990978550361227,0.07060014242928654,0.09400763681264569,0.046116195193880695,0.1501575094591546,0.008482032730423762
3,0.6936555987553001,0.01507288377949116,-0.02200509886368586,-0.035024237357420905,0.06718541468907142,0.06856928015636872,0.047471249789501194,0.11155959134633252,0.004377601060851189,0.04463523863276189
4,0.9475276643799787,0.0841360762018834,0.004659456661529213,-0.02422176236935319,0.013184441804308054,-0.056290069527910415,0.03348513435182673,-0.01648335606556328,0.016743934030596083,-0.00043154126998183026
5,0.844296883815404,-0.04902336908231708,-0.0481878516856134,0.031169300027972573,-0.00955912008296169,0.08547664972968806,-0.005500870971168875,0.09383037972489008,0.013710892394356095,0.03950610636846698
6,0.47087629354973315,-0.1646546561796468,0.029870217140010192,0.04149156783325964,0.16141536087317782,0.1780164298930117,0.07225439822361748,0.22349701069177547,-0.011680347905156114,-0.0008351911444768955
7,0.24700522406203418,0.1256746543269658,0.13388686480700987,0.08387926987220554,0.10557936097404556,0.11504930582697294,0.06023276514373175,0.004172849735245023,0.12017833681786175,0.015207943809643984
8,0.661020001263821,0.011859034064374729,0.0015071256835238228,0.03504164195365019,0.0992677253035308,-0.04158841247688675,0.07638267849147154,0.14176810805376047,0.006449543356389761,0.0211960929876371
9,0.9515560607631659,-0.13896841295769027,0.05372842978075079,-0.024543893211620278,0.07380682651350623,0.00449563830031513,0.016909266665513678,0.058937707880636396,0.005841983985381672,0.004735128665092263
10,0.3702985713112826,0.38504993573123814,0.10222454376771889,0.036427198282502515,-0.007712261297786589,-0.011036656884681582,0.00588331920897914,0.05393593705753723,0.06305567588807545,-0.0015120421596135302
11,0.825829323815421,0.027422170770364702,-0.004741755413803223,-0.06919657184052057,0.07732872619716827,0.03979335442626118,0.06983802984273313,0.06552556205754813,-0.04325025170014069,0.009273468208601521
12,0.24138846930711674,-0.01312011671620808,0.25705549113427834,0.15547519859806952,0.12308964947249786,-0.05101156691848721,0.09243285957396451,0.08983460965966349,0.025370164338935103,0.09925123778309934
13,0.6633090398569302,0.08433124605036244,0.07570597968966944,0.045452313794546464,-0.019885267596201395,0.04398281678372624,0.02352702696254789,0.0017845924943601815,0.022405057660262854,0.04205113901064262
14,0.2152288187790577,0.07424070471178355,0.0073672417367585084,0.15489854801062364,0.08141569975938484,0.06855014996083791,0.012438340252931217,0.24190417586083482,0.08253975627913865,0.0687357066131081
15,0.42412923395417385,0.11781834260158133,-0.05495572649623211,0.2587332857268614,0.11088977440116483,0.04335049314751778,0.04850551718568111,0.007677876961398061,-0.007789288604081606,0.05527397710821029
